task_id,input_size,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
3,1888,hu-worker-c25,8c/9eef7d,nf-8c9eef7d9c93f7c999972b22a33d425d,NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_BUILD,GCA_002596845.1_ASM259684v1_genomic.fna.gz,NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_BUILD (GCA_002596845.1_ASM259684v1_genomic.fna.gz),COMPLETED,0,-,quay.io/biocontainers/bowtie2:2.4.2--py38h1c8e9b9_1,1,14400000,-,7516192768,1,1721427857036,1721427828000,1721427830000,-27036,1000,-,98.6,0.0,2740224,11575296,2740224,11579392,1426439,8406719,461,1452,2134016,8421376,2,0,/input/data/work/8c/9eef7d9c93f7c999972b22a33d425d,true,-
18,723955139,hu-worker-c24,19/06185d,nf-1906185d2942e0197384ab9bddf68108,NFCORE_MAG:MAG:FASTP,ERR260273,NFCORE_MAG:MAG:FASTP (ERR260273),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857448,1721427824000,1721427847000,-10448,23000,-,414.2,1.0,2604843008,3234856960,2604843008,3301969920,782747955,612149012,369,1696,0,612171776,14,85,/input/data/work/19/06185d2942e0197384ab9bddf68108,true,-
31,680316435,hu-worker-c27,84/425bb1,nf-84425bb1134b545df669153847e29725,NFCORE_MAG:MAG:FASTQC_RAW,ERR260271,NFCORE_MAG:MAG:FASTQC_RAW (ERR260271),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857087,1721427822000,1721427851000,-6087,28000,-,211.9,0.4,1117036544,5113393152,1118072832,5113397248,702089405,3849420,1338206,11926,4194304,4362240,9,8,/input/data/work/84/425bb1134b545df669153847e29725,true,-
30,699735036,hu-worker-c28,09/bd1e6f,nf-09bd1e6f1205b41dfac74043aa8c68f6,NFCORE_MAG:MAG:FASTQC_RAW,ERR260272,NFCORE_MAG:MAG:FASTQC_RAW (ERR260272),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857137,1721427826000,1721427854000,-3137,27000,-,216.6,0.4,1136586752,5045231616,1136586752,5045235712,721476487,3814966,1376101,11883,0,4321280,8,3,/input/data/work/09/bd1e6f1205b41dfac74043aa8c68f6,true,-
15,938847870,hu-worker-c41,81/5036a0,nf-815036a0bf3900a34691a1125f394256,NFCORE_MAG:MAG:FASTP,ERR260275,NFCORE_MAG:MAG:FASTP (ERR260275),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857305,1721427858000,1721427889000,31695,30000,-,382.9,0.8,2286231552,2864787456,2286231552,2931900416,997640666,783611269,419,2000,3059712,783642624,35,87,/input/data/work/81/5036a0bf3900a34691a1125f394256,true,-
13,938847870,hu-worker-c35,90/02f502,nf-9002f50280f0a3ff32f9eea316315a9e,NFCORE_MAG:MAG:FASTQC_RAW,ERR260275,NFCORE_MAG:MAG:FASTQC_RAW (ERR260275),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427856856,1721427824000,1721427863000,6144,38000,-,208.1,0.4,1088675840,4901183488,1088675840,4903292928,960683761,4033112,1843296,12251,0,4599808,7,3,/input/data/work/90/02f50280f0a3ff32f9eea316315a9e,true,-
23,1430756893,hu-worker-c35,66/32f5e0,nf-6632f5e0e59a54ea29f953a44b2f6399,NFCORE_MAG:MAG:FASTP,ERR260215,NFCORE_MAG:MAG:FASTP (ERR260215),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857400,1721427824000,1721427866000,8600,41000,-,511.1,1.0,2794819584,3233927168,2794827776,3233931264,1493743740,1396189934,538,3040,0,1396219904,14,67,/input/data/work/66/32f5e0e59a54ea29f953a44b2f6399,true,-
21,2179720437,hu-worker-c42,fd/6d6ca2,nf-fd6d6ca27efbbdbd8c67ef919e79be5a,NFCORE_MAG:MAG:FASTP,ERR260247,NFCORE_MAG:MAG:FASTP (ERR260247),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427856924,1721427826000,1721427878000,21076,51000,-,551.3,1.0,2828890112,3258662912,2839425024,3325775872,2242706818,2071354432,716,4066,0,2071379968,17,62,/input/data/work/fd/6d6ca27efbbdbd8c67ef919e79be5a,true,-
2,0,hu-worker-c41,39/056abc,nf-39056abc36404b3ea36272a8e1008f5f,NFCORE_MAG:MAG:KRONA_DB,-,NFCORE_MAG:MAG:KRONA_DB,COMPLETED,0,-,quay.io/biocontainers/krona:2.7.1--pl526_5,1,14400000,-,7516192768,1,1721427857197,1721427857000,1721427916000,58803,58731,-,85.9,0.7,1919221760,1981124608,1919221760,1981128704,1051896036,1151653728,116589,86159,11526144,676900864,3823,414,/input/data/work/39/056abc36404b3ea36272a8e1008f5f,true,-
10,1940349711,hu-worker-c25,f3/20f7c1,nf-f320f7c1d0162cec2af09f7c21f92101,NFCORE_MAG:MAG:FASTQC_RAW,ERR260158,NFCORE_MAG:MAG:FASTQC_RAW (ERR260158),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857255,1721427829000,1721427899000,41745,69000,-,207.4,0.4,1089306624,4969345024,1089306624,5036457984,1962215281,4065450,3799385,12260,0,4759552,9,2,/input/data/work/f3/20f7c1d0162cec2af09f7c21f92101,true,-
25,3501979303,hu-worker-c25,c9/82ddd0,nf-c982ddd0d01bed5e7c2156f945b4d716,NFCORE_MAG:MAG:FASTP,ERR260210,NFCORE_MAG:MAG:FASTP (ERR260210),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857604,1721427829000,1721427896000,38396,66000,-,599.0,1.1,2996781056,3571138560,2996781056,3638251520,3573354884,3105108953,1035,5628,0,3105132544,15,29,/input/data/work/c9/82ddd0d01bed5e7c2156f945b4d716,true,-
27,3812086518,hu-worker-c42,6e/19c90d,nf-6e19c90d112d7ce0d05fa7dc5da50ef2,NFCORE_MAG:MAG:FASTP,ERR260208,NFCORE_MAG:MAG:FASTP (ERR260208),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857495,1721427826000,1721427901000,43505,73000,-,549.7,1.1,2980921344,3370512384,2981732352,3437625344,3883461503,3407177702,1106,6108,0,3407200256,14,31,/input/data/work/6e/19c90d112d7ce0d05fa7dc5da50ef2,true,-
12,2337963852,hu-worker-c41,01/ce71de,nf-01ce71de0ee1cb3cd28bca995252cae4,NFCORE_MAG:MAG:FASTQC_RAW,ERR260246,NFCORE_MAG:MAG:FASTQC_RAW (ERR260246),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857652,1721427858000,1721427946000,88348,87000,-,205.0,0.4,1200926720,5049425920,1210204160,5076287488,2359842213,3968248,4575937,12075,52064256,4743168,128,0,/input/data/work/01/ce71de0ee1cb3cd28bca995252cae4,true,-
8,2791162731,hu-worker-c34,c6/af245e,nf-c6af245ea96c2b0d0a71a1f34dad8ffe,NFCORE_MAG:MAG:FASTQC_RAW,ERR275251,NFCORE_MAG:MAG:FASTQC_RAW (ERR275251),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857692,1721427828000,1721427913000,55308,84000,-,204.3,0.4,1085050880,4901183488,1085050880,4902187008,2813081382,4123127,5461177,12402,0,4812800,7,3,/input/data/work/c6/af245ea96c2b0d0a71a1f34dad8ffe,true,-
24,3082035207,hu-worker-c41,2f/e23570,nf-2fe23570d0312b142844d2c7a03e7904,NFCORE_MAG:MAG:FASTP,ERR260211,NFCORE_MAG:MAG:FASTP (ERR260211),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857815,1721427891000,1721427952000,94185,59000,-,563.1,1.1,2868224000,3236442112,2868224000,3303555072,3153410919,2757688790,933,5082,0,2757713920,11,87,/input/data/work/2f/e23570d0312b142844d2c7a03e7904,true,-
4,5790678746,hu-worker-c27,c7/ffeca2,nf-c7ffeca2b9a25403c87f1bb0bbaa6879,NFCORE_MAG:MAG:CENTRIFUGE_DB_PREPARATION,-,NFCORE_MAG:MAG:CENTRIFUGE_DB_PREPARATION,COMPLETED,0,-,ubuntu:20.04,1,14400000,-,7516192768,1,1721427857853,1721427822000,1721427911000,53147,79639,-,121.7,0.0,6995968,11624448,6995968,11640832,13190943306,14800271775,924742,948524,503808,7400157184,216249,6359,/input/data/work/c7/ffeca2b9a25403c87f1bb0bbaa6879,true,-
9,2791162731,hu-worker-c27,3c/3feb9c,nf-3c3feb9c21cde90708283f78351dfbc7,NFCORE_MAG:MAG:FASTP,ERR275251,NFCORE_MAG:MAG:FASTP (ERR275251),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857893,1721427854000,1721427917000,59107,61000,-,592.2,1.1,2841432064,3282317312,2841432064,3349430272,2854150260,2535975014,862,4776,0,2535997440,16,54,/input/data/work/3c/3feb9c21cde90708283f78351dfbc7,true,-
7,5963008395,hu-worker-c35,ee/9fb594,nf-ee9fb594732e3473146dac69d05f34d3,NFCORE_MAG:MAG:KRAKEN2_DB_PREPARATION,-,NFCORE_MAG:MAG:KRAKEN2_DB_PREPARATION,COMPLETED,0,-,ubuntu:20.04,1,14400000,-,7516192768,1,1721427857932,1721427824000,1721427916000,58068,76817,-,123.5,0.0,7081984,11624448,7081984,11640832,13981814554,16037279590,1000549,1027807,0,8018677760,241046,7319,/input/data/work/ee/9fb594732e3473146dac69d05f34d3,true,-
29,3171744603,hu-worker-c24,12/3d5e8d,nf-123d5e8df0967aa2bfc49fc5c30196f1,NFCORE_MAG:MAG:FASTP,ERR260207,NFCORE_MAG:MAG:FASTP (ERR260207),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858128,1721427850000,1721427913000,54872,62000,-,544.3,1.1,2913169408,3237175296,2913177600,3237179392,3243120334,2847550274,957,5210,0,2847576064,17,44,/input/data/work/12/3d5e8df0967aa2bfc49fc5c30196f1,true,-
11,1940349711,hu-worker-c35,cb/640ce2,nf-cb640ce2c3b6763bba7b2080bffe59e0,NFCORE_MAG:MAG:FASTP,ERR260158,NFCORE_MAG:MAG:FASTP (ERR260158),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858421,1721427869000,1721427917000,58579,46000,-,547.7,1.1,2890797056,3263823872,2890829824,3330936832,2003336553,1802267465,658,3896,0,1802293248,12,146,/input/data/work/cb/640ce2c3b6763bba7b2080bffe59e0,true,-
19,699735036,hu-worker-c42,bc/9ab20a,nf-bc9ab20a057f6800b61ce78f5333e667,NFCORE_MAG:MAG:FASTP,ERR260272,NFCORE_MAG:MAG:FASTP (ERR260272),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858460,1721427904000,1721427923000,64540,18000,-,467.7,1.0,2604515328,3233640448,2604515328,3300753408,758527111,586927813,362,1648,0,586956800,12,51,/input/data/work/bc/9ab20a057f6800b61ce78f5333e667,true,-
26,2377841976,hu-worker-c28,86/b21467,nf-86b214671e07e8a20602cd11198e783d,NFCORE_MAG:MAG:FASTP,ERR260209,NFCORE_MAG:MAG:FASTP (ERR260209),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858499,1721427856000,1721427914000,55501,57000,-,562.5,1.1,2894086144,3246092288,2894086144,3246096384,2440829402,2312157625,764,4514,2859008,2312179712,37,260,/input/data/work/86/b214671e07e8a20602cd11198e783d,true,-
6,1793175245,hu-worker-c24,28/55d189,nf-2855d189719a9525fea1a42795ffa8fc,NFCORE_MAG:MAG:FASTQC_RAW,ERR275252,NFCORE_MAG:MAG:FASTQC_RAW (ERR275252),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427856979,1721427824000,1721427929000,72021,104000,-,200.0,0.4,1176506368,5049425920,1177739264,5049430016,1814799325,3377835,3511406,11308,0,4169728,8,5,/input/data/work/28/55d189719a9525fea1a42795ffa8fc,true,-
14,2337963852,hu-worker-c35,c2/85b6d2,nf-c285b6d2a7ff8437a0cf6bf20a197036,NFCORE_MAG:MAG:FASTP,ERR260246,NFCORE_MAG:MAG:FASTP (ERR260246),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858385,1721427867000,1721427926000,67615,57000,-,541.0,1.0,2778087424,3239739392,2778120192,3306852352,2400950698,2308741706,756,4480,0,2308771840,17,71,/input/data/work/c2/85b6d2a7ff8437a0cf6bf20a197036,true,-
39,3171744603,hu-worker-c27,8d/b6d08e,nf-8db6d08e33b83210b1391076afeac33f,NFCORE_MAG:MAG:FASTQC_RAW,ERR260207,NFCORE_MAG:MAG:FASTQC_RAW (ERR260207),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857354,1721427822000,1721427931000,73646,108000,-,204.3,0.5,1231454208,5185748992,1236750336,5252861952,3193537799,3869553,6204295,12069,0,4780032,8,2,/input/data/work/8d/b6d08e33b83210b1391076afeac33f,true,-
20,680316435,hu-worker-c41,9c/72541a,nf-9c72541a8dfc63106dc21d0d020b27e5,NFCORE_MAG:MAG:FASTP,ERR260271,NFCORE_MAG:MAG:FASTP (ERR260271),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427857976,1721427949000,1721427971000,113024,21000,-,443.4,1.0,2599051264,3100774400,2599067648,3167887360,739109233,580278034,358,1636,0,580304896,13,172,/input/data/work/9c/72541a8dfc63106dc21d0d020b27e5,true,-
22,915132773,hu-worker-c25,59/3d82ab,nf-593d82abf3011a06bb86e2de7a89a82f,NFCORE_MAG:MAG:FASTP,ERR260216,NFCORE_MAG:MAG:FASTP (ERR260216),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858016,1721427902000,1721427934000,75984,31000,-,438.9,1.0,2716262400,3234062336,2716262400,3301175296,978119746,887981602,415,2166,0,888008704,20,82,/input/data/work/59/3d82abf3011a06bb86e2de7a89a82f,true,-
16,1009910276,hu-worker-c25,cb/48bb49,nf-cb48bb490b76883a105ef8cd841fd692,NFCORE_MAG:MAG:FASTP,ERR260274,NFCORE_MAG:MAG:FASTP (ERR260274),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858200,1721427900000,1721427933000,74800,33000,-,418.9,1.0,2663845888,3235127296,2663845888,3235131392,1068702945,877248747,435,2146,0,877277184,11,172,/input/data/work/cb/48bb490b76883a105ef8cd841fd692,true,-
1,1793175245,hu-worker-c42,15/1c41ad,nf-151c41ad6bc4153dd1a9f2326bbbb9fc,NFCORE_MAG:MAG:FASTP,ERR275252,NFCORE_MAG:MAG:FASTP (ERR275252),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1721427858277,1721427880000,1721427931000,72723,49000,-,742.2,1.1,2917191680,3435778048,2917191680,3502891008,1839384410,1751588006,622,6284,0,1751609344,13,140,/input/data/work/15/1c41ad6bc4153dd1a9f2326bbbb9fc,true,-
17,1009910276,hu-worker-c27,e7/71c99e,nf-e771c99e6fccf7d45a0b8ba7f69031dd,NFCORE_MAG:MAG:FASTQC_RAW,ERR260274,NFCORE_MAG:MAG:FASTQC_RAW (ERR260274),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427858313,1721427919000,1721427957000,98687,37000,-,213.5,0.5,1222463488,5185748992,1228697600,5212610560,1031665218,3808054,1981904,11867,0,4337664,7,0,/input/data/work/e7/71c99e6fccf7d45a0b8ba7f69031dd,true,-
33,915132773,hu-worker-c42,69/7a40a6,nf-697a40a64d8cf279127729936e758fb7,NFCORE_MAG:MAG:FASTQC_RAW,ERR260216,NFCORE_MAG:MAG:FASTQC_RAW (ERR260216),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427858349,1721427926000,1721427957000,98651,30000,-,212.4,0.4,1087758336,4833021952,1087758336,4900134912,936966471,3947517,1796936,12006,0,4452352,11,0,/input/data/work/69/7a40a64d8cf279127729936e758fb7,true,-
38,3812086518,hu-worker-c28,be/fbbf31,nf-befbbf311c981516a92bc28d3d9d718e,NFCORE_MAG:MAG:FASTQC_RAW,ERR260208,NFCORE_MAG:MAG:FASTQC_RAW (ERR260208),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857545,1721427826000,1721427950000,92455,123000,-,202.6,0.4,1207119872,5117587456,1207406592,5184700416,3833876279,3858587,7454951,11959,0,4706304,7,3,/input/data/work/be/fbbf311c981516a92bc28d3d9d718e,true,-
28,723955139,hu-worker-c35,54/7c45da,nf-547c45daa8be48878fb8283801fdad73,NFCORE_MAG:MAG:FASTQC_RAW,ERR260273,NFCORE_MAG:MAG:FASTQC_RAW (ERR260273),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427858092,1721427929000,1721427956000,97908,26000,-,211.7,0.4,1192873984,5117587456,1194307584,5180506112,745709082,3815277,1423414,11838,0,4321280,7,4,/input/data/work/54/7c45daa8be48878fb8283801fdad73,true,-
34,1430756893,hu-worker-c35,13/dd618f,nf-13dd618f71ee4a9b4c0fd39cf806a503,NFCORE_MAG:MAG:FASTQC_RAW,ERR260215,NFCORE_MAG:MAG:FASTQC_RAW (ERR260215),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427858163,1721427919000,1721427968000,109837,47000,-,207.2,0.4,1181716480,5049425920,1181716480,5108813824,1452589604,3951192,2804021,12103,0,4534272,5,1,/input/data/work/13/dd618f71ee4a9b4c0fd39cf806a503,true,-
32,2179720437,hu-worker-c41,e0/d60047,nf-e0d6004759221a0547575471bb9b3cd9,NFCORE_MAG:MAG:FASTQC_RAW,ERR260247,NFCORE_MAG:MAG:FASTQC_RAW (ERR260247),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857736,1721427955000,1721428028000,170264,72000,-,204.3,0.4,1184870400,5049425920,1197834240,5053804544,2201585291,4038163,4266903,12202,0,4681728,2,0,/input/data/work/e0/d6004759221a0547575471bb9b3cd9,true,-
37,2377841976,hu-worker-c28,ea/daaddb,nf-eadaaddb5beac1a9f8760d6795f7ecc0,NFCORE_MAG:MAG:FASTQC_RAW,ERR260209,NFCORE_MAG:MAG:FASTQC_RAW (ERR260209),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427858239,1721427917000,1721427994000,135761,76000,-,205.9,0.4,1190690816,5117587456,1195094016,5180506112,2399859223,3975210,4653952,12037,0,4644864,5,1,/input/data/work/ea/daaddb5beac1a9f8760d6795f7ecc0,true,-
35,3082035207,hu-worker-c24,89/89a13f,nf-8989a13f609e6d0df1fe8a040fefec13,NFCORE_MAG:MAG:FASTQC_RAW,ERR260211,NFCORE_MAG:MAG:FASTQC_RAW (ERR260211),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427858054,1721427916000,1721428011000,152946,94000,-,203.7,0.4,1153990656,5117587456,1154662400,5180506112,3103827227,3865649,6029080,11924,0,4603904,7,4,/input/data/work/89/89a13f609e6d0df1fe8a040fefec13,true,-
36,3501979303,hu-worker-c34,81/57eb01,nf-8157eb01b933da155d74ff9a0a85f630,NFCORE_MAG:MAG:FASTQC_RAW,ERR260210,NFCORE_MAG:MAG:FASTQC_RAW (ERR260210),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1721427857774,1721427916000,1721428024000,166226,107000,-,202.1,0.4,1199443968,5185748992,1207554048,5190504448,3523766200,3853166,6849269,11899,0,4583424,7,4,/input/data/work/81/57eb01b933da155d74ff9a0a85f630,true,-
5,881519798,hu-worker-c34,2b/181096,nf-2b1810963b7c0338f21451dc39401300,NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_BUILD,hg19_main_mask_ribo_animal_allplant_allfungus.fa.gz,NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_BUILD (hg19_main_mask_ribo_animal_allplant_allfungus.fa.gz),COMPLETED,0,-,quay.io/biocontainers/bowtie2:2.4.2--py38h1c8e9b9_1,10,14400000,-,21474836480,1,1721427856777,1721427827000,1721429085000,1228223,1253000,-,820.1,2.0,5521657856,8407437312,5556469760,8541659136,26072399770,26556282981,3183367,3169528,0,26556633088,368172,2972,/input/data/work/2b/1810963b7c0338f21451dc39401300,true,-
50,4597659453,hu-worker-c27,79/399824,nf-79399824e1927be8304a29a5417c54f9,NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_ALIGN,ERR260272,NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_ALIGN (ERR260272),COMPLETED,0,-,quay.io/biocontainers/bowtie2:2.4.2--py38h1c8e9b9_1,10,21600000,-,10737418240,1,1721429128952,1721429092000,1721429331000,202048,236000,-,1104.0,1.3,3441733632,4667846656,3442065408,4692975616,9324808470,7384261526,517584,915325,0,558579712,68581,2228,/input/data/work/79/399824e1927be8304a29a5417c54f9,true,-
53,4591007511,hu-worker-c27,fd/3d3673,nf-fd3d36734e901f2a5cbe011badf9b9ad,NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_ALIGN,ERR260271,NFCORE_MAG:MAG:BOWTIE2_HOST_REMOVAL_ALIGN (ERR260271),COMPLETED,0,-,quay.io/biocontainers/bowtie2:2.4.2--py38h1c8e9b9_1,10,21600000,-,10737418240,1,1721429128631,1721429092000,1721429340000,211369,246000,-,1100.8,1.3,3440381952,4667846656,3440381952,4692975616,9260334393,7304525547,513131,905647,0,551424000,67936,2636,/input/data/work/fd/3d36734e901f2a5cbe011badf9b9ad,true,-
