task_id,input_size,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
3,4338,hu-worker-c34,5f/573fa9,nf-5f573fa940ca9120b7db958710252c2e,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1717159603468,1717159584000,1717159584000,-19468,0,-,74.4,0.0,3272704,5640192,3272704,5644288,712277,4919,279,18,0,16384,3,0,/input/data/work/5f/573fa940ca9120b7db958710252c2e,true,-
2,3147288982,hu-worker-c35,4e/b9df62,nf-4eb9df62ff77074f5dde97a9cb620d11,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1717159603607,1717159584000,1717159596000,-7607,12000,-,99.1,0.0,4771840,12550144,4771840,12554240,3147402558,5958,48261,20,8232960,16384,40,758,/input/data/work/4e/b9df62ff77074f5dde97a9cb620d11,true,-
1,4063383142,hu-worker-c24,f5/3487b0,nf-f53487b083cd0b1da3b69a978dcbf4c4,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1717159603543,1717159590000,1717159603000,-543,12000,-,97.0,0.4,1174700032,1186750464,1174700032,1186754560,4064228455,838279374,496316,104481,5865472,838287360,228,1129,/input/data/work/f5/3487b083cd0b1da3b69a978dcbf4c4,true,-
18,1718442970,hu-worker-c35,0a/5337eb,nf-0a5337eb0ace5a3b0a61de3d4f3ec7a1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1717159607337,1717159587000,1717159663000,55663,75000,-,205.0,0.4,1088327680,4833517568,1088679936,4834656256,1740177240,3670770,3365686,11314,50995200,4313088,130,0,/input/data/work/0a/5337eb0ace5a3b0a61de3d4f3ec7a1,true,-
33,2235235129,hu-worker-c41,bc/916047,nf-bc9160478deef5e8689218bcee4ed45e,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1717159607298,1717159607000,1717159706000,98702,97000,-,202.7,0.4,1188098048,5121576960,1188159488,5180506112,2256971089,3675333,4375041,11200,50995200,4374528,120,2,/input/data/work/bc/9160478deef5e8689218bcee4ed45e,true,-
4,2486687632,hu-worker-c42,3c/eb48ac,nf-3ceb48acfdce703f749b928b6e018d99,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1717159607224,1717159590000,1717159698000,90776,107000,-,201.9,0.4,1194397696,5117587456,1200422912,5174878208,2508431410,3693316,4866146,11353,8192,4440064,11,8,/input/data/work/3c/eb48acfdce703f749b928b6e018d99,true,-
52,2486253111,hu-worker-c28,ae/83a6d1,nf-ae83a6d17c1379c3824fd6ba70266783,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1717159607575,1717159590000,1717159700000,92425,108000,-,201.9,0.4,1186598912,5049425920,1187258368,5077700608,2507997508,3695796,4865329,11280,19976192,4444160,11,9,/input/data/work/ae/83a6d17c1379c3824fd6ba70266783,true,-
26,2497231368,hu-worker-c25,15/164887,nf-1516488737abd236a4e3d50d36d9fafb,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1717159607188,1717159591000,1717159703000,95812,111000,-,204.3,0.4,1095278592,4764860416,1095733248,4764868608,2518975201,3693330,4886774,11348,50995200,4415488,118,3,/input/data/work/15/16488737abd236a4e3d50d36d9fafb,true,-
10,2486687632,hu-worker-c24,61/2e0ae2,nf-612e0ae27c537b22621590f90dcaa86b,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1717159607618,1717159590000,1717159701000,93382,110000,-,202.5,0.4,1093922816,4901183488,1094119424,4902088704,2508431861,3693315,4866146,11311,42176512,4435968,165,32,/input/data/work/61/2e0ae27c537b22621590f90dcaa86b,true,-
47,2522583655,hu-worker-c27,4d/d580f4,nf-4dd580f45d120bac856146bc358c7a79,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1717159607149,1717159596000,1717159708000,100851,111000,-,202.7,0.4,1092911104,4901183488,1092911104,4902113280,2544321072,3679550,4936276,11209,19668992,4395008,7,2,/input/data/work/4d/d580f45d120bac856146bc358c7a79,true,-
