task_id,input_size,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
3,139860300,hu-worker-c35,ae/45a470,nf-ae45a470a244869b3e2bec5d1b56e806,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1714709183000,1714709186000,1714709187000,4000,0,-,94.4,0.0,3149824,5640192,3149824,5644288,139973125,5226,2371,20,8192000,16384,5,5,/input/data/work/ae/45a470a244869b3e2bec5d1b56e806,true,-
1,336489157,hu-worker-c42,2e/c94432,nf-2ec94432cbe74a505754d64e4f0937c4,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1714709182936,1714709191000,1714709193000,10064,2000,-,94.8,0.1,254685184,265256960,254685184,265261056,337333718,196556683,41372,24622,0,196567040,26,94,/input/data/work/2e/c94432cbe74a505754d64e4f0937c4,true,-
2,2206,hu-worker-c27,d5/e1e469,nf-d5e1e469e360026403ae44a431257f55,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1714709183070,1714709192000,1714709192000,8930,0,-,78.4,0.0,3182592,5640192,3182592,5644288,710554,2686,279,18,8192,12288,2,2,/input/data/work/d5/e1e469e360026403ae44a431257f55,true,-
4,336415890,hu-worker-c27,59/0a1f25,nf-590a1f25cc78ef52d3718d2035c314eb,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,quay.io/biocontainers/mulled-v2-cf0123ef83b3c38c13e3b0696a3f285d3f20f15b:64aad4a4e144878400649e71f42105311be7ed87-0,12,57600000,-,68719476736,1,1714709196042,1714709202000,1714709208000,11958,5000,-,99.6,0.1,263622656,337784832,263622656,337788928,519467364,477717297,52593,674402,10620928,477745152,117,108,/input/data/work/59/0a1f25cc78ef52d3718d2035c314eb,true,-
25,230735625,hu-worker-c27,0a/d0de0e,nf-0ad0de0e7aab839d3515c5779d29d996,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:SALMON_INDEX,genome.transcripts.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:SALMON_INDEX (genome.transcripts.fa),COMPLETED,0,-,quay.io/biocontainers/salmon:1.10.1--h7e5ed60_0,6,28800000,-,38654705664,1,1714709210962,1714709211000,1714709274000,63038,62000,-,450.9,0.2,674172928,2629906432,674172928,2629910528,3779610500,1554475105,172028,83070,1224704,1554436096,969,167,/input/data/work/0a/d0de0e7aab839d3515c5779d29d996,true,-
5,4089147898,hu-worker-c42,eb/b89a02,nf-ebb89a0205fdbf06d5fe21c168ad3ab5,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE,DGRP_Line_317_Male_Group_Rep1,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (DGRP_Line_317_Male_Group_Rep1),COMPLETED,0,-,quay.io/biocontainers/fq:0.9.1--h9ee0642_0,1,14400000,-,6442450944,1,1714709196969,1714709197000,1714709333000,136031,136000,-,99.4,0.0,10223616,15052800,10223616,15056896,6112459891,164515373,746328,6897,0,164577280,23,1651,/input/data/work/eb/b89a0205fdbf06d5fe21c168ad3ab5,true,-
14,4699588050,hu-worker-c41,41/0dccd1,nf-410dccd12cd58634e35c9230f399bd4d,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE,DGRP_Line_370_Male_Group_Rep2,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (DGRP_Line_370_Male_Group_Rep2),COMPLETED,0,-,quay.io/biocontainers/fq:0.9.1--h9ee0642_0,1,14400000,-,6442450944,1,1714709196776,1714709197000,1714709342000,145224,145000,-,99.3,0.0,11026432,15683584,11026432,15687680,7013746229,158379972,856350,6618,0,158425088,10,1505,/input/data/work/41/0dccd12cd58634e35c9230f399bd4d,true,-
8,4221011650,hu-worker-c28,da/b1d802,nf-dab1d802dc7d4ae4f9591bfaa38749e3,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE,DGRP_Line_317_Male_Isolated_Rep2,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (DGRP_Line_317_Male_Isolated_Rep2),COMPLETED,0,-,quay.io/biocontainers/fq:0.9.1--h9ee0642_0,1,14400000,-,6442450944,1,1714709197012,1714709201000,1714709344000,146988,142000,-,99.5,0.0,10424320,15192064,10424320,15196160,6327800603,162874627,772615,6826,0,162926592,19,1757,/input/data/work/da/b1d802dc7d4ae4f9591bfaa38749e3,true,-
22,4855342938,hu-worker-c35,b0/fa841c,nf-b0fa841c1f13e73147e26b43eb34bbd3,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE,DGRP_Line_707_Male_Group_Rep2,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (DGRP_Line_707_Male_Group_Rep2),COMPLETED,0,-,quay.io/biocontainers/fq:0.9.1--h9ee0642_0,1,14400000,-,6442450944,1,1714709196464,1714709197000,1714709348000,151536,151000,-,99.3,0.0,10964992,15691776,10964992,15695872,7246070348,163206507,884709,6840,4214784,163266560,25,1768,/input/data/work/b0/fa841c1f13e73147e26b43eb34bbd3,true,-
17,4779010868,hu-worker-c34,91/ed2f30,nf-91ed2f30efa2e4b9e6fb21db790e4d7c,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE,DGRP_Line_563_Male_Group_Rep1,NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (DGRP_Line_563_Male_Group_Rep1),COMPLETED,0,-,quay.io/biocontainers/fq:0.9.1--h9ee0642_0,1,14400000,-,6442450944,1,1714709196586,1714709197000,1714709348000,151414,151000,-,99.2,0.0,10620928,15536128,10620928,15540224,7145622559,167409027,872447,7031,0,167460864,25,1557,/input/data/work/91/ed2f30efa2e4b9e6fb21db790e4d7c,true,-
