task_id,input_size,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
1,4338,hu-worker-c42,9c/b915a3,nf-9cb915a3a2c1f03a91b01f2bca142a97,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1715433469444,1715433473000,1715433473000,3556,0,-,75.9,0.0,3182592,5640192,3182592,5644288,712236,4914,279,18,0,16384,4,0,/input/data/work/9c/b915a3a2c1f03a91b01f2bca142a97,true,-
2,4063383142,hu-worker-c34,21/08771c,nf-2108771c6481bde36e142192fef3082e,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,6442450944,1,1715433469379,1715433472000,1715433484000,14621,12000,-,96.4,0.4,1175068672,1186750464,1175068672,1186754560,4064227788,838279371,496316,104481,4194304,838287360,118,1011,/input/data/work/21/08771c6481bde36e142192fef3082e,true,-
3,3147288982,hu-worker-c24,ce/19c033,nf-ce19c033d339d9f65570ddbc5daf1682,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,6442450944,1,1715433469515,1715433480000,1715433492000,22485,12000,-,99.5,0.0,6311936,12550144,6311936,12554240,3147402871,5952,48261,20,8192000,16384,32,774,/input/data/work/ce/19c033d339d9f65570ddbc5daf1682,true,-
12,1718442970,hu-worker-c35,7b/e95161,nf-7be9516127f52c243d313b62565105c6,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715433478228,1715433485000,1715433559000,80772,73000,-,206.2,0.4,1096286208,5105668096,1096663040,5172781056,1740177143,3670765,3365685,11230,21753856,4276224,7,1,/input/data/work/7b/e9516127f52c243d313b62565105c6,true,-
48,2379721379,hu-worker-c42,b6/dc4dd0,nf-b6dc4dd02dd18130e2e04c66632c272e,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715433477961,1715433483000,1715433586000,108039,102000,-,204.2,0.5,1228894208,5117587456,1229381632,5122838528,2401469219,3695698,4657266,11308,0,4386816,7,2,/input/data/work/b6/dc4dd02dd18130e2e04c66632c272e,true,-
33,2235235129,hu-worker-c41,42/5d019b,nf-425d019bf8e8605d817fcdb2ae9d39ff,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715433478111,1715433478000,1715433582000,103889,103000,-,201.6,0.4,1188958208,5117587456,1193795584,5182603264,2256971563,3675338,4375042,11242,50995200,4403200,120,0,/input/data/work/42/5d019bf8e8605d817fcdb2ae9d39ff,true,-
45,2486253111,hu-worker-c27,0f/5dc56a,nf-0f5dc56acfbcebdc8ba9f0d9427eb24f,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715433478191,1715433486000,1715433597000,118809,110000,-,203.0,0.4,1142554624,5113393152,1143054336,5113397248,2507997589,3695797,4865330,11322,19636224,4411392,7,2,/input/data/work/0f/5dc56acfbcebdc8ba9f0d9427eb24f,true,-
4,2486687632,hu-worker-c28,83/97fc3f,nf-8397fc3fdc6768bb49856fba8f470ffc,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715433478351,1715433479000,1715433593000,114649,113000,-,202.4,0.4,1216114688,5049425920,1217007616,5054853120,2508432383,3693312,4866149,11269,19636224,4444160,12,8,/input/data/work/83/97fc3fdc6768bb49856fba8f470ffc,true,-
20,2497231368,hu-worker-c27,ce/19272a,nf-ce19272a8689c29a3efb2fb0d8769749,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715433477923,1715433486000,1715433599000,121077,112000,-,201.4,0.4,1179693056,5117587456,1204473856,5182603264,2518975053,3693325,4886774,11306,31358976,4444160,120,0,/input/data/work/ce/19272a8689c29a3efb2fb0d8769749,true,-
35,2538241911,hu-worker-c41,65/2599e9,nf-652599e978f400a52935f2e935d0239b,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715433478434,1715433479000,1715433597000,118566,117000,-,202.3,0.4,1205010432,5185748992,1208926208,5187280896,2559987197,3690879,4966866,11219,0,4509696,4,0,/input/data/work/65/2599e978f400a52935f2e935d0239b,true,-
